publication_year,topic,publication_count
2017,Soil and Water Nutrient Dynamics,2
2017,Spaceflight effects on biology,2
2017,Sperm and Testicular Function,2
2017,Spine and Intervertebral Disc Pathology,2
2017,Sports Analytics and Performance,2
2017,Statistical Mechanics and Entropy,2
2017,Stochastic processes and financial applications,2
2017,Stress and Burnout Research,2
2017,Stroke Rehabilitation and Recovery,2
2017,Strong Light-Matter Interactions,2
2017,Structural Analysis and Optimization,2
2017,Structural mechanics and materials,2
2017,Superconductivity in MgB2 and Alloys,2
2017,Surfactants and Colloidal Systems,2
2017,Surgical Sutures and Adhesives,2
2017,Sustainability and Ecological Systems Analysis,2
2017,Sustainability in Higher Education,2
2017,Sustainable Building Design and Assessment,2
2017,Systemic Sclerosis and Related Diseases,2
2017,Technology-Enhanced Education Studies,2
2017,Technostress in Professional Settings,2
2017,Terahertz technology and applications,2
2017,Text and Document Classification Technologies,2
2017,Thermal Expansion and Ionic Conductivity,2
2017,Thermal Regulation in Medicine,2
2017,Thermal and Kinetic Analysis,2
2017,Thermoregulation and physiological responses,2
2017,Thyroid and Parathyroid Surgery,2
2017,Topological and Geometric Data Analysis,2
2017,Total Knee Arthroplasty Outcomes,2
2017,Tracheal and airway disorders,2
2017,Transcranial Magnetic Stimulation Studies,2
2017,Transgenic Plants and Applications,2
2017,Trauma and Emergency Care Studies,2
2017,Tuberculosis Research and Epidemiology,2
2017,Tumors and Oncological Cases,2
2017,Urban Agriculture and Sustainability,2
2017,Urban Design and Spatial Analysis,2
2017,"Urban, Neighborhood, and Segregation Studies",2
2017,Urinary Tract Infections Management,2
2017,Urinary and Genital Oncology Studies,2
2017,Urticaria and Related Conditions,2
2017,Usability and User Interface Design,2
2017,Vaccine Coverage and Hesitancy,2
2017,Vehicle License Plate Recognition,2
2017,Visual perception and processing mechanisms,2
2017,Wastewater Treatment and Reuse,2
2017,Water Systems and Optimization,2
2017,Wireless Communication Networks Research,2
2017,Wireless Signal Modulation Classification,2
2017,"Workaholism, burnout, and well-being",2
2017,Youth Development and Social Support,2
2017,Youth Education and Societal Dynamics,2
2017,Zebrafish Biomedical Research Applications,2
2017,earthquake and tectonic studies,2
2017,melanin and skin pigmentation,2
2017,3D Modeling in Geospatial Applications,1
2017,AI and HR Technologies,1
2017,AI in Service Interactions,1
2017,Academic Publishing and Open Access,1
2017,Acoustic Wave Phenomena Research,1
2017,"Adhesion, Friction, and Surface Interactions",1
2017,Adolescent Sexual and Reproductive Health,1
2017,Advanced Algorithms and Applications,1
2017,Advanced Combustion Engine Technologies,1
2017,Advanced Data Compression Techniques,1
2017,Advanced Fiber Optic Sensors,1
2017,Advanced Numerical Methods in Computational Mathematics,1
2017,Advanced Optical Imaging Technologies,1
2017,Advanced Physical and Chemical Molecular Interactions,1
2017,Advanced Queuing Theory Analysis,1
2017,Advanced Radiotherapy Techniques,1
2017,Advanced SAR Imaging Techniques,1
2017,Advanced Surface Polishing Techniques,1
2017,Advanced ceramic materials synthesis,1
2017,Advancements in Transdermal Drug Delivery,1
2017,Aerogels and thermal insulation,1
2017,Aerosol Filtration and Electrostatic Precipitation,1
2017,African history and culture analysis,1
2017,Agricultural Development and Policies,1
2017,Agricultural Economics and Policy,1
2017,Agricultural Economics and Practices,1
2017,Agricultural Innovations and Practices,1
2017,Agricultural Science and Fertilization,1
2017,Agricultural Systems and Practices,1
2017,Agricultural and Food Production Studies,1
2017,Agricultural risk and resilience,1
2017,Agriculture and Rural Development Research,1
2017,Agroforestry and silvopastoral systems,1
2017,Allelopathy and phytotoxic interactions,1
2017,American Constitutional Law and Politics,1
2017,American Environmental and Regional History,1
2017,Amoebic Infections and Treatments,1
2017,Anaerobic Digestion and Biogas Production,1
2017,Analog and Mixed-Signal Circuit Design,1
2017,Anatomy and Medical Technology,1
2017,Andrographolide Research and Applications,1
2017,Animal Ecology and Behavior Studies,1
2017,Animal Nutrition and Physiology,1
2017,Antibiotics Pharmacokinetics and Efficacy,1
2017,Approximation Theory and Sequence Spaces,1
2017,Aquatic life and conservation,1
2017,Archaeological and Geological Studies,1
2017,"Art, Technology, and Culture",1
2017,Artificial Immune Systems Applications,1
2017,Asian American and Pacific Histories,1
2017,Assistive Technology in Communication and Mobility,1
2017,Astronomical and nuclear sciences,1
2017,Atomic and Molecular Physics,1
2017,Attachment and Relationship Dynamics,1
2017,Attention Economy in Education and Business,1
2017,Australian History and Society,1
2017,Authorship Attribution and Profiling,1
2017,Autoimmune Bullous Skin Diseases,1
2017,Autoimmune Neurological Disorders and Treatments,1
2017,Bacillus and Francisella bacterial research,1
2017,Bacterial Infections and Vaccines,1
2017,Bat Biology and Ecology Studies,1
2017,Berberine and alkaloids research,1
2017,Biblical Studies and Interpretation,1
2017,Big Data and Digital Economy,1
2017,Biochemical Acid Research Studies,1
2017,Bioeconomy and Sustainability Development,1
2017,Bioenergy crop production and management,1
2017,Biofield Effects and Biophysics,1
2017,Biological Research and Disease Studies,1
2017,Biotechnology and Related Fields,1
2017,Blockchain Technology in Education and Learning,1
2017,Body Contouring and Surgery,1
2017,Bone and Dental Protein Studies,1
2017,Brake Systems and Friction Analysis,1
2017,Brazilian Legal Issues,1
2017,Bryophyte Studies and Records,1
2017,Burkholderia infections and melioidosis,1
2017,Burn Injury Management and Outcomes,1
2017,Business and Economic Development,1
2017,Business and Management Studies,1
2017,COVID-19 impact on air quality,1
2017,Calcium Carbonate Crystallization and Inhibition,1
2017,Carbon Nanotubes in Composites,1
2017,Cardiac Fibrosis and Remodeling,1
2017,Cardiovascular Conditions and Treatments,1
2017,Cardiovascular Syncope and Autonomic Disorders,1
2017,"Caribbean history, culture, and politics",1
2017,Cassava research and cyanide,1
2017,Catalytic Alkyne Reactions,1
2017,Caveolin-1 and cellular processes,1
2017,Cephalopods and Marine Biology,1
2017,Cerebrovascular and genetic disorders,1
2017,Chaos-based Image/Signal Encryption,1
2017,Chemical Analysis and Environmental Impact,1
2017,Chemical Reaction Mechanisms,1
2017,Chemical Reactions and Isotopes,1
2017,Chemical Reactions and Mechanisms,1
2017,Chemical Synthesis and Characterization,1
2017,Chemical Thermodynamics and Molecular Structure,1
2017,Chemotherapy-related skin toxicity,1
2017,Child Abuse and Related Trauma,1
2017,Child Development and Education,1
2017,Child Welfare and Adoption,1
2017,China's Socioeconomic Reforms and Governance,1
2017,Chromatography in Natural Products,1
2017,Cleft Lip and Palate Research,1
2017,Climate Change and Geoengineering,1
2017,Coagulation and Flocculation Studies,1
2017,Coal and Its By-products,1
2017,Coastal and Marine Dynamics,1
2017,Cognitive Computing and Networks,1
2017,Cognitive Functions and Memory,1
2017,Cognitive Science and Education Research,1
2017,Combustion and flame dynamics,1
2017,Communication Studies and Media,1
2017,Communication in Education and Healthcare,1
2017,"Communism, Protests, Social Movements",1
2017,Competency Development and Evaluation,1
2017,Competitive and Knowledge Intelligence,1
2017,Complement system in diseases,1
2017,Complementary and Alternative Medicine Studies,1
2017,Complexity and Algorithms in Graphs,1
2017,Composting and Vermicomposting Techniques,1
2017,Computational Geometry and Mesh Generation,1
2017,Congenital Diaphragmatic Hernia Studies,1
2017,Connective Tissue Growth Factor Research,1
2017,Constraint Satisfaction and Optimization,1
2017,Control and Dynamics of Mobile Robots,1
2017,Coronary Artery Anomalies,1
2017,Corporate Social Responsibility and Sustainability,1
2017,Corruption and Economic Development,1
2017,"Counseling, Therapy, and Family Dynamics",1
2017,Craniofacial Disorders and Treatments,1
2017,"Crime, Deviance, and Social Control",1
2017,Critical and Liberation Pedagogy,1
2017,Crop Yield and Soil Fertility,1
2017,Cryptography and Residue Arithmetic,1
2017,Culinary Culture and Tourism,1
2017,Cultural Differences and Values,1
2017,Cultural Insights and Digital Impacts,1
2017,"Cultural, Media, and Literary Studies",1
2017,"Culture, Economy, and Development Studies",1
2017,Currency Recognition and Detection,1
2017,Customer churn and segmentation,1
2017,Cybercrime and Law Enforcement Studies,1
2017,Cyclization and Aryne Chemistry,1
2017,Cynara cardunculus studies,1
2017,DNA and Biological Computing,1
2017,Data Analysis and Archiving,1
2017,Data Mining and Machine Learning Applications,1
2017,Date Palm Research Studies,1
2017,Demographic Trends and Gender Preferences,1
2017,Dendrimers and Hyperbranched Polymers,1
2017,"Dental Education, Practice, Research",1
2017,Dental Erosion and Treatment,1
2017,Dermatological and Skeletal Disorders,1
2017,Diatoms and Algae Research,1
2017,Differential Equations and Numerical Methods,1
2017,Digital Holography and Microscopy,1
2017,Digital Humanities and Scholarship,1
2017,Digital Imaging in Medicine,1
2017,Digital Media and Visual Art,1
2017,Digital and Cyber Forensics,1
2017,Digital literacy in education,1
2017,Disability Education and Employment,1
2017,Disaster Management and Resilience,1
2017,Disaster Response and Management,1
2017,Distributed Sensor Networks and Detection Algorithms,1
2017,Diverse Philosophical and Cultural Studies,1
2017,Diversity and Career in Medicine,1
2017,Drug-Induced Hepatotoxicity and Protection,1
2017,Dye analysis and toxicity,1
2017,Dyeing and Modifying Textile Fibers,1
2017,E-Government and Public Services,1
2017,E-Learning and COVID-19,1
2017,E-Learning and Knowledge Management,1
2017,Ear Surgery and Otitis Media,1
2017,Earthquake Detection and Analysis,1
2017,Economic Development and Digital Transformation,1
2017,Economic Growth and Development,1
2017,Edcuational Technology Systems,1
2017,Education Practices and Challenges,1
2017,Education Systems and Policy,1
2017,Education and Communication Studies,1
2017,Education and Vocational Training,1
2017,Educational Leadership and Innovation,1
2017,Educational Methods and Outcomes,1
2017,Educational Methods and Technology,1
2017,Educational Philosophies and Pedagogies,1
2017,Educational Research and Methods,1
2017,Educational Systems and Policies,1
2017,Educational Technology and E-Learning,1
2017,Elasticity and Material Modeling,1
2017,Elder Abuse and Neglect,1
2017,Electricity Theft Detection Techniques,1
2017,Electroconvulsive Therapy Studies,1
2017,Electrowetting and Microfluidic Technologies,1
2017,Emergency and Acute Care Studies,1
2017,Emotional Intelligence and Performance,1
2017,Employee Performance and Management,1
2017,Endodontics and Root Canal Treatments,1
2017,Energy Efficiency in Computing,1
2017,English Language Learning and Teaching,1
2017,Entomopathogenic Microorganisms in Pest Control,1
2017,Environmental Justice and Health Disparities,1
2017,Environmental Philosophy and Ethics,1
2017,Environmental Sustainability and Technology,1
2017,Enzyme function and inhibition,1
2017,"Epistemology, Ethics, and Metaphysics",1
2017,Escherichia coli research studies,1
2017,Ethnobotanical and Medicinal Plants Studies,1
2017,European Criminal Justice and Data Protection,1
2017,European Union Policy and Governance,1
2017,Evaluation Methods in Various Fields,1
2017,Experimental Learning in Engineering,1
2017,Family Caregiving in Mental Illness,1
2017,Family and Disability Support Research,1
2017,Fatigue and fracture mechanics,1
2017,Feminist Epistemology and Gender Studies,1
2017,Fetal and Pediatric Neurological Disorders,1
2017,Fiber-reinforced polymer composites,1
2017,Financial Distress and Bankruptcy Prediction,1
2017,Financial Risk and Volatility Modeling,1
2017,Fire dynamics and safety research,1
2017,Fiscal Policies and Political Economy,1
2017,Fish Biology and Ecology Studies,1
2017,Fixed Point Theorems Analysis,1
2017,Flannery O'Connor and Thomas Merton,1
2017,Fluid Dynamics and Heat Transfer,1
2017,Fluoride Effects and Removal,1
2017,Fluorine in Organic Chemistry,1
2017,"Folklore, Mythology, and Literature Studies",1
2017,Food Industry and Aquatic Biology,1
2017,Forensic Anthropology and Bioarchaeology Studies,1
2017,Forensic Toxicology and Drug Analysis,1
2017,Formal Methods in Verification,1
2017,Fossil Insects in Amber,1
2017,"Foucault, Power, and Ethics",1
2017,Free Will and Agency,1
2017,French Literature and Poetry,1
2017,Fuzzy Systems and Optimization,1
2017,Game Theory and Applications,1
2017,Garlic and Onion Studies,1
2017,Gastrointestinal Bleeding Diagnosis and Treatment,1
2017,Gastrointestinal Tumor Research and Treatment,1
2017,Gaze Tracking and Assistive Technology,1
2017,Gender Politics and Representation,1
2017,Genetic Syndromes and Imprinting,1
2017,Genetically Modified Organisms Research,1
2017,Geographic Information Systems Studies,1
2017,Geographies of human-animal interactions,1
2017,Geometric and Algebraic Topology,1
2017,"German legal, social, and political studies",1
2017,Ginkgo biloba and Cashew Applications,1
2017,Ginseng Biological Effects and Applications,1
2017,Glass properties and applications,1
2017,Global Economic and Social Development,1
2017,Global Education and Multiculturalism,1
2017,Global Trade and Competitiveness,1
2017,"Global trade, sustainability, and social impact",1
2017,Globalization and Cultural Identity,1
2017,"Globalization, Historical Perspectives, and International Relations",1
2017,Glycogen Storage Diseases and Myoclonus,1
2017,Graph theory and applications,1
2017,Groundwater and Watershed Analysis,1
2017,Gynecological conditions and treatments,1
2017,Gyrotron and Vacuum Electronics Research,1
2017,HIV Research and Treatment,1
2017,HIV/AIDS drug development and treatment,1
2017,Hallucinations in medical conditions,1
2017,Health Literacy and Information Accessibility,1
2017,Health and Lifestyle Studies,1
2017,Health and Medical Studies,1
2017,"Health, Medicine and Society",1
2017,Healthcare Decision-Making and Restraints,1
2017,Healthcare Systems and Practices,1
2017,Healthcare Systems and Public Health,1
2017,Healthcare and Environmental Waste Management,1
2017,Healthcare innovation and challenges,1
2017,Hearing Loss and Rehabilitation,1
2017,"Hearing, Cochlea, Tinnitus, Genetics",1
2017,Heart rate and cardiovascular health,1
2017,Heat Transfer and Boiling Studies,1
2017,Heat Transfer and Optimization,1
2017,Heat and Mass Transfer in Porous Media,1
2017,Hematological disorders and diagnostics,1
2017,Heme Oxygenase-1 and Carbon Monoxide,1
2017,Hemophilia Treatment and Research,1
2017,Hemostasis and retained surgical items,1
2017,Heparin-Induced Thrombocytopenia and Thrombosis,1
2017,Hereditary Neurological Disorders,1
2017,Hermeneutics and Narrative Identity,1
2017,Herpesvirus Infections and Treatments,1
2017,High Altitude and Hypoxia,1
2017,Higher Education Practises and Engagement,1
2017,Higher Education Research Studies,1
2017,Higher Education Teaching and Evaluation,1
2017,Higher Education and Employability,1
2017,Hip and Femur Fractures,1
2017,Historical Economic and Social Studies,1
2017,Historical Linguistics and Language Studies,1
2017,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",1
2017,Historical and Contemporary Political Dynamics,1
2017,"Historical, Religious, and Philosophical Studies",1
2017,History and Developments in Astronomy,1
2017,History and advancements in chemistry,1
2017,History of Emotions Research,1
2017,"History, Culture, and Society",1
2017,"Homicide, Infanticide, and Child Abuse",1
2017,Hops Chemistry and Applications,1
2017,Hospital Admissions and Outcomes,1
2017,"Housing, Finance, and Neoliberalism",1
2017,Human Behavior and Motivation,1
2017,Human Health and Disease,1
2017,Human Resource Development and Performance Evaluation,1
2017,Human Resource and Talent Management,1
2017,Human-Animal Interaction Studies,1
2017,Hydraulic Fracturing and Reservoir Analysis,1
2017,Hymenoptera taxonomy and phylogeny,1
2017,Ichthyology and Marine Biology,1
2017,IgG4-Related and Inflammatory Diseases,1
2017,Indian and Buddhist Studies,1
2017,"Indigenous Health, Education, and Rights",1
2017,Indigenous Studies and Ecology,1
2017,Indoor Air Quality and Microbial Exposure,1
2017,Induction Heating and Inverter Technology,1
2017,Infections and bacterial resistance,1
2017,Inflammatory Myopathies and Dermatomyositis,1
2017,Information Systems Theories and Implementation,1
2017,Information Technology Governance and Strategy,1
2017,Inhalation and Respiratory Drug Delivery,1
2017,Innovation Policy and R&D,1
2017,Innovation in Digital Healthcare Systems,1
2017,Innovative Teaching Methodologies in Social Sciences,1
2017,Innovative concrete reinforcement materials,1
2017,Insect Resistance and Genetics,1
2017,Insect behavior and control techniques,1
2017,International Law and Human Rights,1
2017,Intraperitoneal and Appendiceal Malignancies,1
2017,Intravenous Infusion Technology and Safety,1
2017,Ion-surface interactions and analysis,1
2017,Iron-based superconductors research,1
2017,Islamic Finance and Communication,1
2017,Judicial and Constitutional Studies,1
2017,Jungian Analytical Psychology,1
2017,Kidney Stones and Urolithiasis Treatments,1
2017,Knee injuries and reconstruction techniques,1
2017,Labor Movements and Unions,1
2017,Land Rights and Reforms,1
2017,Language and cultural evolution,1
2017,Laser-Plasma Interactions and Diagnostics,1
2017,Laser-induced spectroscopy and plasma,1
2017,Lattice Boltzmann Simulation Studies,1
2017,Law in Society and Culture,1
2017,"Law, AI, and Intellectual Property",1
2017,Leadership and Management in Organizations,1
2017,Legal Cases and Commentary,1
2017,Legal Systems and Judicial Processes,1
2017,Legal and Constitutional Studies,1
2017,Legal and cultural studies analysis,1
2017,Legal case studies and regulations,1
2017,Lepidoptera: Biology and Taxonomy,1
2017,Light effects on plants,1
2017,Lightning and Electromagnetic Phenomena,1
2017,Linguistic research and analysis,1
2017,Linguistics and Discourse Analysis,1
2017,Linguistics and language evolution,1
2017,"Linguistics, Language Diversity, and Identity",1
2017,Literature and Culture Studies,1
2017,Local Government Finance and Decentralization,1
2017,Long-Term Effects of COVID-19,1
2017,Lubricants and Their Additives,1
2017,Lymphatic System and Diseases,1
2017,Macrophage Migration Inhibitory Factor,1
2017,Magnetic Properties and Applications,1
2017,Management of metastatic bone disease,1
2017,"Management, Economics, and Public Policy",1
2017,Marine and environmental studies,1
2017,Maritime Transport Emissions and Efficiency,1
2017,Markov Chains and Monte Carlo Methods,1
2017,Material Dynamics and Properties,1
2017,Maternal and Neonatal Healthcare,1
2017,Maternal and Perinatal Health Interventions,1
2017,Mathematical and Theoretical Analysis,1
2017,Mathematical and Theoretical Epidemiology and Ecology Models,1
2017,Mechanical Engineering and Vibrations Research,1
2017,Mechanics and Biomechanics Studies,1
2017,Media Studies and Communication,1
2017,Media and Communication Studies,1
2017,Medical History and Innovations,1
2017,Medical Research and Practices,1
2017,Medical and Biological Sciences,1
2017,Medicinal Plants and Bioactive Compounds,1
2017,Medicine and Dermatology Studies History,1
2017,Mediterranean and Iberian flora and fauna,1
2017,Mental Health via Writing,1
2017,Mercury impact and mitigation studies,1
2017,Metal and Thin Film Mechanics,1
2017,Metal-Catalyzed Oxygenation Mechanisms,1
2017,Metalloenzymes and iron-sulfur proteins,1
2017,Metallurgy and Material Forming,1
2017,Microbial Inactivation Methods,1
2017,Microbial bioremediation and biosurfactants,1
2017,Microbial metabolism and enzyme function,1
2017,Microencapsulation and Drying Processes,1
2017,Microfinance and Financial Inclusion,1
2017,Microwave Dielectric Ceramics Synthesis,1
2017,Microwave Imaging and Scattering Analysis,1
2017,Migration and Labor Dynamics,1
2017,"Migration, Aging, and Tourism Studies",1
2017,"Migration, Ethnicity, and Economy",1
2017,"Migration, Refugees, and Integration",1
2017,Milk Quality and Mastitis in Dairy Cows,1
2017,Mine drainage and remediation techniques,1
2017,Minerals Flotation and Separation Techniques,1
2017,Model-Driven Software Engineering Techniques,1
2017,Molecular Spectroscopy and Structure,1
2017,Molecular spectroscopy and chirality,1
2017,Moringa oleifera research and applications,1
2017,Morphological variations and asymmetry,1
2017,Motor Control and Adaptation,1
2017,Multidisciplinary Science and Engineering Research,1
2017,Multilevel Inverters and Converters,1
2017,Muon and positron interactions and applications,1
2017,Muscle and Compartmental Disorders,1
2017,Music Therapy and Health,1
2017,Myasthenia Gravis and Thymoma,1
2017,Nanofluid Flow and Heat Transfer,1
2017,Nanotechnology research and applications,1
2017,Natural Compounds in Disease Treatment,1
2017,Natural Fiber Reinforced Composites,1
2017,Neonatal Health and Biochemistry,1
2017,Nerve Injury and Rehabilitation,1
2017,Network Time Synchronization Technologies,1
2017,Neurological Complications and Syndromes,1
2017,Neurology and Historical Studies,1
2017,Neuroscience and Music Perception,1
2017,Neuroscience of respiration and sleep,1
2017,Neurosurgical Procedures and Complications,1
2017,Neutrino Physics Research,1
2017,Neutropenia and Cancer Infections,1
2017,Nicotinic Acetylcholine Receptors Study,1
2017,Noncommutative and Quantum Gravity Theories,1
2017,Nonlinear Differential Equations Analysis,1
2017,Nonlinear Dynamics and Pattern Formation,1
2017,Nonlinear Photonic Systems,1
2017,Nonprofit Sector and Volunteering,1
2017,Numerical Methods and Algorithms,1
2017,Nursing Diagnosis and Documentation,1
2017,"Nutrition, Health and Food Behavior",1
2017,Occupational Health and Performance,1
2017,Occupational and environmental lung diseases,1
2017,Occupational exposure and asthma,1
2017,Ocean Acidification Effects and Responses,1
2017,Ocular Infections and Treatments,1
2017,"Oil, Gas, and Environmental Issues",1
2017,Older Adults Driving Studies,1
2017,Open Education and E-Learning,1
2017,"Optimism, Hope, and Well-being",1
2017,Oral and Maxillofacial Pathology,1
2017,Organic Chemistry Cycloaddition Reactions,1
2017,Organic and Molecular Conductors Research,1
2017,Organizational Downsizing and Restructuring,1
2017,Organizational Leadership and Management Strategies,1
2017,Organizational Learning and Leadership,1
2017,Organizational Management and Leadership,1
2017,Organizational Strategy and Culture,1
2017,Organometallic Compounds Synthesis and Characterization,1
2017,Orthopedic Surgery and Rehabilitation,1
2017,Otitis Media and Relapsing Polychondritis,1
2017,Oxidative Organic Chemistry Reactions,1
2017,Paleopathology and ancient diseases,1
2017,Pancasila Values in Education,1
2017,Parasite Biology and Host Interactions,1
2017,Participatory Visual Research Methods,1
2017,Patient Dignity and Privacy,1
2017,Patient Safety and Medication Errors,1
2017,Peacebuilding and International Security,1
2017,Peanut Plant Research Studies,1
2017,Pediatric Pain Management Techniques,1
2017,Pediatric Urology and Nephrology Studies,1
2017,Pelvic and Acetabular Injuries,1
2017,Pelvic floor disorders treatments,1
2017,"Perfectionism, Procrastination, Anxiety Studies",1
2017,Peroxisome Proliferator-Activated Receptors,1
2017,Pharmaceutical Quality and Counterfeiting,1
2017,Pharmaceutical industry and healthcare,1
2017,Pharmacological Effects of Medicinal Plants,1
2017,Pharmacological Effects of Natural Compounds,1
2017,Pharmacovigilance and Adverse Drug Reactions,1
2017,Pharmacy and Medical Practices,1
2017,Phenomenology and Existential Philosophy,1
2017,Photography and Visual Culture,1
2017,Photonic Crystal and Fiber Optics,1
2017,Photorefractive and Nonlinear Optics,1
2017,Physical Unclonable Functions (PUFs) and Hardware Security,1
2017,Phytase and its Applications,1
2017,Phytochemistry Medicinal Plant Applications,1
2017,Phytoestrogen effects and research,1
2017,Phytoplasmas and Hemiptera pathogens,1
2017,Pigment Synthesis and Properties,1
2017,Piperaceae Chemical and Biological Studies,1
2017,Pituitary Gland Disorders and Treatments,1
2017,Planarian Biology and Electrostimulation,1
2017,Plant Diversity and Evolution,1
2017,Plant Pathogens and Resistance,1
2017,Plant Physiology and Cultivation Studies,1
2017,Plant Taxonomy and Phylogenetics,1
2017,Plant and Biological Electrophysiology Studies,1
2017,Plant and Fungal Species Descriptions,1
2017,Plasma Applications and Diagnostics,1
2017,Plasma Diagnostics and Applications,1
2017,Platelet Disorders and Treatments,1
2017,Polar Research and Ecology,1
2017,Political Developments and Conflicts,1
2017,Political Systems and Governance,1
2017,Political Theory and Influence,1
2017,Polyamine Metabolism and Applications,1
2017,Polymer Nanocomposite Synthesis and Irradiation,1
2017,Posthumanist Ethics and Activism,1
2017,"Poverty, Education, and Child Welfare",1
2017,Powder Metallurgy Techniques and Materials,1
2017,Power System Optimization and Stability,1
2017,Power System Reliability and Maintenance,1
2017,Pregnancy and Medication Impact,1
2017,Pregnancy-related medical research,1
2017,Process Optimization and Integration,1
2017,Prosthetics and Rehabilitation Robotics,1
2017,Psychedelics and Drug Studies,1
2017,Psychoanalysis and Social Critique,1
2017,Psychological Testing and Assessment,1
2017,Psychological and Temporal Perspectives Research,1
2017,"Psychopathy, Forensic Psychiatry, Sexual Offending",1
2017,Public Administration in Developing Nations,1
2017,Public Policy and Administration Research,1
2017,Publishing and Scholarly Communication,1
2017,Quality and Safety in Healthcare,1
2017,Quantum Electrodynamics and Casimir Effect,1
2017,Quantum chaos and dynamical systems,1
2017,Quantum-Dot Cellular Automata,1
2017,RFID technology advancements,1
2017,"Race, Genetics, and Society",1
2017,Radio Wave Propagation Studies,1
2017,"Radio, Podcasts, and Digital Media",1
2017,Radioactivity and Radon Measurements,1
2017,Radiology practices and education,1
2017,Radiopharmaceutical Chemistry and Applications,1
2017,Rangeland Management and Livestock Ecology,1
2017,Rangeland and Wildlife Management,1
2017,Real-time simulation and control systems,1
2017,Reflective Practices in Education,1
2017,Regional Development and Policy,1
2017,Regional resilience and development,1
2017,Renaissance Literature and Culture,1
2017,Renal and Vascular Pathologies,1
2017,Reproductive Health and Contraception,1
2017,Research studies in Vietnam,1
2017,Retinal and Macular Surgery,1
2017,Retinoids in leukemia and cellular processes,1
2017,Rice Cultivation and Yield Improvement,1
2017,Risk and Portfolio Optimization,1
2017,Robotic Locomotion and Control,1
2017,Rural development and sustainability,1
2017,Russia and Soviet political economy,1
2017,STEM Education,1
2017,Samuel Beckett and Modernism,1
2017,School Health and Nursing Education,1
2017,Science Education and Pedagogy,1
2017,Science Education and Perceptions,1
2017,Science and Climate Studies,1
2017,Scientific and Historical Analyses,1
2017,Scoliosis diagnosis and treatment,1
2017,Seed Germination and Physiology,1
2017,Seismic and Structural Analysis of Tall Buildings,1
2017,Seismology and Earthquake Studies,1
2017,Semiconductor materials and interfaces,1
2017,Sensor Technology and Measurement Systems,1
2017,Service-Learning and Community Engagement,1
2017,Service-Oriented Architecture and Web Services,1
2017,Sexual Assault and Victimization Studies,1
2017,Shape Memory Alloy Transformations,1
2017,Shoulder Injury and Treatment,1
2017,Silicon Effects in Agriculture,1
2017,Silicon Nanostructures and Photoluminescence,1
2017,Silk-based biomaterials and applications,1
2017,Skin and Cellular Biology Research,1
2017,Smart Materials for Construction,1
2017,Smart Parking Systems Research,1
2017,Social Development and Education Research,1
2017,Social Power and Status Dynamics,1
2017,Social Robot Interaction and HRI,1
2017,Social Science and Policy Research,1
2017,Social and Economic Solidarity,1
2017,Socio-political and Technological Issues,1
2017,Sociology and Education Studies,1
2017,Sociopolitical Dynamics in Nepal,1
2017,Sociopolitical Dynamics in Russia,1
2017,Soft tissue tumor case studies,1
2017,Software Engineering Techniques and Practices,1
2017,Software Reliability and Analysis Research,1
2017,Solidification and crystal growth phenomena,1
2017,Soybean genetics and cultivation,1
2017,Space exploration and regulation,1
2017,Spatial Cognition and Navigation,1
2017,Spatial and Panel Data Analysis,1
2017,Spectroscopy and Laser Applications,1
2017,Spinal Hematomas and Complications,1
2017,Sports and Physical Education Research,1
2017,Statistical Distribution Estimation and Applications,1
2017,Statistical Methods in Epidemiology,1
2017,Statistics Education and Methodologies,1
2017,Stoma care and complications,1
2017,Strategic Planning and Analysis,1
2017,Structural Engineering and Vibration Analysis,1
2017,Sulfur Compounds in Biology,1
2017,Sunflower and Safflower Cultivation,1
2017,Superconducting and THz Device Technology,1
2017,Supply Chain and Inventory Management,1
2017,Survey Methodology and Nonresponse,1
2017,Sustainable Finance and Green Bonds,1
2017,Sympathectomy and Hyperhidrosis Treatments,1
2017,"Syntax, Semantics, Linguistic Variation",1
2017,Synthesis and Properties of Aromatic Compounds,1
2017,Synthesis and properties of polymers,1
2017,Synthesis of Indole Derivatives,1
2017,Takotsubo Cardiomyopathy and Associated Phenomena,1
2017,Tea Polyphenols and Effects,1
2017,Teacher Education and Assessments,1
2017,Teaching and Learning Programming,1
2017,Technology Assessment and Management,1
2017,Telecommunications and Broadcasting Technologies,1
2017,Teleoperation and Haptic Systems,1
2017,Tendon Structure and Treatment,1
2017,Tensor decomposition and applications,1
2017,Themes in Literature Analysis,1
2017,Titanium Alloys Microstructure and Properties,1
2017,Topology Optimization in Engineering,1
2017,Traffic and Road Safety,1
2017,Transition Metal Oxide Nanomaterials,1
2017,Tree Root and Stability Studies,1
2017,Tree-ring climate responses,1
2017,Trigeminal Neuralgia and Treatments,1
2017,Turkey's Politics and Society,1
2017,Ultrasound Imaging and Elastography,1
2017,Underwater Vehicles and Communication Systems,1
2017,University Challenges and Reforms,1
2017,University-Industry-Government Innovation Models,1
2017,Urban and Freight Transport Logistics,1
2017,Urinary Bladder and Prostate Research,1
2017,Urologic and reproductive health conditions,1
2017,Urological Disorders and Treatments,1
2017,User Authentication and Security Systems,1
2017,Uterine Myomas and Treatments,1
2017,Vector-borne infectious diseases,1
