id,title,publication_year,authors,source,cited_by_count,doi
https://openalex.org/W2990427812,Welcome to the Tidyverse,2019,Hadley Wickham; Mara Averick; Jennifer Bryan; Winston Chang; Lucy D’Agostino McGowan; Romain François; Garrett Grolemund; Alex Hayes; L. Banziiaf Henry; Jim Hester; Max Kühn; Thomas Lin Pedersen; Evan Miller; Stephan Bache; Kirill Müller; Jeroen Ooms; David M. Robinson; Dana P. Seidel; Vitalie Spinu; Kohske Takahashi; Davis Vaughan; Claus O. Wilke; Kara Woo; Hiroaki Yutani,The Journal of Open Source Software,22275,https://doi.org/10.21105/joss.01686
https://openalex.org/W2149868499,Qualitative Inquiry and Research Design: Choosing Among Five Approaches,2015,Sarah Lewis,Health Promotion Practice,22274,https://doi.org/10.1177/1524839915580941
https://openalex.org/W3039083618,Classical Electrodynamics,2020,Unknown,Princeton University Press eBooks,22232,https://doi.org/10.2307/j.ctv131bv37.5
https://openalex.org/W2962858109,Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization,2017,Ramprasaath R. Selvaraju; Michael Cogswell; Abhishek Das; Ramakrishna Vedantam; Devi Parikh; Dhruv Batra,Unknown,22138,https://doi.org/10.1109/iccv.2017.74
https://openalex.org/W2962793481,Unpaired Image-to-Image Translation Using Cycle-Consistent Adversarial Networks,2017,Jun-Yan Zhu; Taesung Park; Phillip Isola; Alexei A. Efros,Unknown,22104,https://doi.org/10.1109/iccv.2017.244
https://openalex.org/W2099471712,GAN（Generative Adversarial Nets）,2017,柴田 淳司,Journal of Japan Society for Fuzzy Theory and Intelligent Informatics,21804,https://doi.org/10.3156/jsoft.29.5_177_2
https://openalex.org/W2999417355,"Cancer statistics, 2020",2020,Rebecca L. Siegel; Kimberly D. Miller; Ahmedin Jemal,CA A Cancer Journal for Clinicians,21470,https://doi.org/10.3322/caac.21590
https://openalex.org/W3009912996,SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor,2020,Markus Hoffmann; Hannah Kleine‐Weber; Simon Schroeder; Nadine Krüger; Tanja Herrler; Sandra Erichsen; Tobias S. Schiergens; Georg Herrler; Nai‐Huei Wu; Andreas Nitsche; Marcel A. Müller; Christian Drosten; Stefan Pöhlmann,Cell,21426,https://doi.org/10.1016/j.cell.2020.02.052
https://openalex.org/W2193145675,SSD: Single Shot MultiBox Detector,2016,Wei Liu; Dragomir Anguelov; Dumitru Erhan; Christian Szegedy; Scott Reed; Cheng-Yang Fu; Alexander C. Berg,Lecture notes in computer science,21334,https://doi.org/10.1007/978-3-319-46448-0_2
https://openalex.org/W3005079553,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus–Infected Pneumonia in Wuhan, China",2020,Dawei Wang; Bo Hu; Chang Hu; Fangfang Zhu; Xing Liu; Jing Zhang; Binbin Wang; Hui Xiang; Zhenshun Cheng; Yong Xiong; Yan Zhao; Yirong Li; Xinghuan Wang; Zhiyong Peng,JAMA,21215,https://doi.org/10.1001/jama.2020.1585
https://openalex.org/W2911188335,"Cancer statistics, 2019",2019,Rebecca L. Siegel; Kimberly D. Miller; Ahmedin Jemal,CA A Cancer Journal for Clinicians,21016,https://doi.org/10.3322/caac.21551
https://openalex.org/W2041902442,Computer Simulation of Liquids,2017,Michael P. Allen; Dominic J. Tildesley,Unknown,21001,https://doi.org/10.1093/oso/9780198803195.001.0001
https://openalex.org/W2787959293,Fractional Differential Equations,2025,Igor Podlubný,Unknown,20506,https://doi.org/10.3390/books978-3-7258-4742-6
https://openalex.org/W1533200881,Distinction: A Social Critique of the Judgement of Taste*,2018,Pierre Bourdıeu,Unknown,20384,https://doi.org/10.4324/9781315680347-10
https://openalex.org/W843007777,"Physisorption of gases, with special reference to the evaluation of surface area and pore size distribution (IUPAC Technical Report)",2015,Matthias Thommes; Katsumi Kaneko; Alexander V. Neimark; James P. Olivier; F. Rodrı́guez-Reinoso; J. Rouquérol; K. S. W. Sing,Pure and Applied Chemistry,20286,https://doi.org/10.1515/pac-2014-1117
https://openalex.org/W2104549677,A global reference for human genetic variation,2015,Corresponding authors; Adam Auton; Gonçalo R. Abecasis; David M. Altshuler; Richard Durbin; Gonçalo R. Abecasis; David R. Bentley; Aravinda Chakravarti; Andrew G. Clark; Peter Donnelly; Evan E. Eichler; Paul Flicek; Stacey B. Gabriel; Richard A. Gibbs; Eric D. Green; Matthew E. Hurles; Bartha M. Knoppers; Jan O. Korbel; Eric S. Lander; Charles Lee; Hans Lehrach; Elaine R. Mardis; Gábor Marth; Gil A. McVean; Deborah A. Nickerson; Jeanette P. Schmidt; Stephen T. Sherry; Jun Wang; Richard K. Wilson; Production group; Richard A. Gibbs; Eric Boerwinkle; HarshaVardhan Doddapaneni; Yi Han; Viktoriya Korchina; Christie Kovar; Sandra Lee; Donna M. Muzny; Jeffrey G. Reid; Yiming Zhu; BGI-Shenzhen; Jun Wang; Yuqi Chang; Qiang Feng; Xiaodong Fang; Xiaosen Guo; Min Jian; Hui Jiang; Xin Jin; Tianming Lan; Guoqing Li; Jingxiang Li; Yingrui Li; Shengmao Liu; Xiao Liu; Yao Lu; Xuedi Ma; Meifang Tang; Bo Wang; Guangbiao Wang; Honglong Wu; Renhua Wu; Xun Xu; Ye Yin; Dandan Zhang; Wenwei Zhang; Jiao Zhao; Meiru Zhao; Xiaole Zheng; Eric S. Lander; David M. Altshuler; Stacey Gabriel; Namrata Gupta; Neda Gharani; Lorraine H. Toji; Norman P. Gerry; Alissa Resch; Paul Flicek; Jonathan Barker; Laura Clarke; Laurent Gil; Sarah Hunt; Gavin Kelman; Eugene Kulesha; Rasko Leinonen; William McLaren; Rajesh Radhakrishnan; Asier Roa; Dmitriy Smirnov; Richard E. Smith; Ian Streeter; Anja Thormann; Iliana Toneva; Brendan Vaughan; Xiangqun Zheng-Bradley; Illumina; David R. Bentley; Russell Grocock; Sean Humphray; Terena James,Nature,20270,https://doi.org/10.1038/nature15393
https://openalex.org/W4320013936,Generative Adversarial Nets,2023,Raphael Labaca-Castro,Unknown,19948,https://doi.org/10.1007/978-3-658-40442-0_9
https://openalex.org/W2167311298,Older Adults' Reasons for Using Technology while Aging in Place,2015,Sebastiaan Theodorus Michaël Peek; Katrien Luijkx; M. D. Rijnaard; Marianne Nieboer; C. S. van der Voort; Sil Aarts; Joost van Hoof; Hubertus JM Vrijhoef; Eveline Wouters,Gerontology,19756,https://doi.org/10.1159/000430949
https://openalex.org/W3092849554,"Global burden of 369 diseases and injuries in 204 countries and territories, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019",2020,Theo Vos; Stephen S Lim; Cristiana Abbafati; Kaja Abbas; Mohammad Abbasi; Mitra Abbasifard; Mohsen Abbasi‐Kangevari; Hedayat Abbastabar; Foad Abd-Allah; Ahmed Abdelalim; Mohammad Abdollahı; Ibrahim Abdollahpour; Hassan Abolhassani; Victor Aboyans; Elissa M. Abrams; Lucas Guimarães Abreu; Michael R.M. Abrigo; Laith J. Abu‐Raddad; Abdelrahman Ibrahim Abushouk; Alyssa Acebedo; Ilana N. Ackerman; Maryam Adabi; Abdu A. Adamu; Oladimeji Adebayo; Victor Adekanmbi; Jaimie D. Adelson; Olatunji Adetokunboh; Davoud Adham; Mahdi Afshari; Ashkan Afshin; Emilie Agardh; Gina Agarwal; Kareha M Agesa; Mohammad Aghaali; Seyed Mohammad Kazem Aghamir; Anurag Agrawal; Tauseef Ahmad; Alireza Ahmadi; Mehdi Ahmadi; Hamid Ahmadieh; Ehsan Ahmadpour; Temesgen Yihunie Akalu; Rufus Akinyemi; Tomi Akinyemiju; Blessing Akombi-Inyang; Ziyad Al‐Aly; Khurshid Alam; Noore Alam; Samiah Alam; Shazia Alam; Turki M Alanzi; Samuel B Albertson; Jacqueline Elizabeth Alcalde‐Rabanal; Niguse Meles Alema; Muhammad Ali; Saqib Ali; Gianfranco Alicandro; Mehran Alijanzadeh; Cyrus Alinia; Vahid Alipour; Syed Mohamed Aljunid; François Alla; Peter Alle­beck; Amir Almasi‐Hashiani; Jordi Alonso; Rajaa Al‐Raddadi; Khalid A Altirkawi; Nelson Alvis‐Guzmán; Nelson J Alvis-Zakzuk; Saeed Amini; Mostafa Amini‐Rarani; Arya Aminorroaya; Fatemeh Amiri; Arianna Maever L. Amit; Dickson A Amugsi; Gianna Gayle Herrera Amul; Deanna Anderlini; Cătălina Liliana Andrei; Tudorel Andrei; Mina Anjomshoa; Fereshteh Ansari; Iman Ansari; Alireza Ansari‐Moghaddam; Carl Abelardo T Antonio; Catherine M Antony; Ernoiz Antriyandarti; Davood Anvari; Razique Anwer; Jalal Arabloo; Morteza Arab‐Zozani; Aleksandr Y. Aravkin; Filippo Ariani; Johan Ärnlöv; Krishna K Aryal; Afsaneh Arzani; Mehran Asadi-Aliabadi; Ali A. Asadi‐Pooya; Babak Asghari; Charlie Ashbaugh; Desta Debalkie Atnafu,The Lancet,19617,https://doi.org/10.1016/s0140-6736(20)30925-9
https://openalex.org/W2531269403,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions,2016,Jonathan A C Sterne; Miguel A. Hernán; Barnaby C Reeves; Jelena Savović; Nancy D Berkman; Meera Viswanathan; David Henry; Douglas G. Altman; Mohammed Ansari; Isabelle Boutron; James R. Carpenter; An‐Wen Chan; Rachel Churchill; Jonathan J Deeks; Asbjørn Hróbjartsson; Jamie J Kirkham; Peter Jüni; Yoon K. Loke; Theresa D Pigott; Craig Ramsay; Deborah L. Regidor; Hannah R. Rothstein; Lakhbir Sandhu; Pasqualina Santaguida; Holger J. Schünemann; Beverly Shea; Ian Shrier; Peter Tugwell; Lucy Turner; Jeffrey C. Valentine; Hugh Waddington; Elizabeth Waters; George A. Wells; Penny Whiting; Julian P. T. Higgins,BMJ,19584,https://doi.org/10.1136/bmj.i4919
https://openalex.org/W2412247133,Transforming Our World: The 2030 Agenda for Sustainable Development,2018,Unknown,Unknown,19560,https://doi.org/10.1891/9780826190123.ap02
https://openalex.org/W2900569176,"STRING v11: protein–protein association networks with increased coverage, supporting functional discovery in genome-wide experimental datasets",2018,Damian Szklarczyk; Annika L. Gable; David Lyon; Alexander Junge; Stefan Wyder; Jaime Huerta‐Cepas; Milan Simonovic; Nadezhda T. Doncheva; John H. Morris; Peer Bork; Lars Juhl Jensen; Christian von Mering,Nucleic Acids Research,19393,https://doi.org/10.1093/nar/gky1131
https://openalex.org/W2614081736,ModelFinder: fast model selection for accurate phylogenetic estimates,2017,Subha Kalyaanamoorthy; Bùi Quang Minh; Thomas K. F. Wong; Arndt von Haeseler; Lars S. Jermiin,Nature Methods,19295,https://doi.org/10.1038/nmeth.4285
https://openalex.org/W2531409750,Xception: Deep Learning with Depthwise Separable Convolutions,2017,François Chollet,Unknown,19207,https://doi.org/10.1109/cvpr.2017.195
https://openalex.org/W2570343428,"YOLO9000: Better, Faster, Stronger",2017,Joseph Redmon; Ali Farhadi,Unknown,19112,https://doi.org/10.1109/cvpr.2017.690
https://openalex.org/W1677182931,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,2015,Kaiming He; Xiangyu Zhang; Shaoqing Ren; Jian Sun,Unknown,18896,https://doi.org/10.1109/iccv.2015.123
https://openalex.org/W3099878876,Array programming with NumPy,2020,Cr Harris; KJ Millman; SJ van der Walt; R Gommers; P Virtanen; D Cournapeau; E Wieser; J Taylor; S Berg; NJ Smith; R Kern; M Picus; S Hoyer; MH van Kerkwijk; M Brett; A Haldane; JF Rio; M Wiebe; P Peterson; P Gérard-Marchant; K Sheppard; T Reddy; W Weckesser; H Abbasi; C Gohlke; TE Oliphant,TUScholarShare (Temple University),18812,Unknown
